,ensembl_gene_id,hsapiens_homolog_ensembl_gene
28194,ENSMUSG00000041789,
28195,ENSMUSG00000104489,
28196,ENSMUSG00000024875,ENSG00000174851
28197,ENSMUSG00000064688,ENSG00000200013
28198,ENSMUSG00000030533,ENSG00000140553
28199,ENSMUSG00000103482,
28200,ENSMUSG00000104498,
28201,ENSMUSG00000104313,
28202,ENSMUSG00000102865,
28203,ENSMUSG00000103322,
28204,ENSMUSG00000000884,ENSG00000185838
28205,ENSMUSG00000103502,
28206,ENSMUSG00000055184,ENSG00000188610
28207,ENSMUSG00000055184,ENSG00000215784
28208,ENSMUSG00000055184,ENSG00000263513
28209,ENSMUSG00000055184,ENSG00000196550
28210,ENSMUSG00000097470,
28211,ENSMUSG00000097371,
28212,ENSMUSG00000027843,ENSG00000134242
28213,ENSMUSG00000071281,ENSG00000240747
28214,ENSMUSG00000071281,ENSG00000010539
28215,ENSMUSG00000114303,
28216,ENSMUSG00000029125,ENSG00000168818
28217,ENSMUSG00000114806,
28218,ENSMUSG00000015441,ENSG00000100450
28219,ENSMUSG00000136107,
28220,ENSMUSG00000118391,
28221,ENSMUSG00000102321,
28222,ENSMUSG00000091318,ENSG00000163904
28223,ENSMUSG00000089489,
28224,ENSMUSG00000104433,
28225,ENSMUSG00002076392,
28226,ENSMUSG00000026432,ENSG00000198049
28227,ENSMUSG00000079186,ENSG00000100453
28228,ENSMUSG00000136153,
28229,ENSMUSG00000117602,
28230,ENSMUSG00000102926,
28231,ENSMUSG00000027236,ENSG00000104131
28232,ENSMUSG00000095841,
28233,ENSMUSG00000114887,
28234,ENSMUSG00000100497,
28235,ENSMUSG00000102917,
28236,ENSMUSG00000100481,
28237,ENSMUSG00000058331,ENSG00000005801
28238,ENSMUSG00000058331,ENSG00000197013
28239,ENSMUSG00000100590,
28240,ENSMUSG00000088750,ENSG00000200882
28241,ENSMUSG00000101754,
28242,ENSMUSG00000077160,
28243,ENSMUSG00000097936,
28244,ENSMUSG00000113910,
28245,ENSMUSG00000001270,ENSG00000166165
28246,ENSMUSG00000065223,ENSG00000207192
28247,ENSMUSG00000015437,ENSG00000100453
28248,ENSMUSG00000103087,
28249,ENSMUSG00000100318,
28250,ENSMUSG00000086176,
28251,ENSMUSG00000101612,
28252,ENSMUSG00000030007,ENSG00000135624
28253,ENSMUSG00000065260,
28254,ENSMUSG00000052909,
28255,ENSMUSG00000136175,
28256,ENSMUSG00000026709,ENSG00000117593
28257,ENSMUSG00000136189,
28258,ENSMUSG00000090659,ENSG00000005801
28259,ENSMUSG00000090659,ENSG00000197013
28260,ENSMUSG00000136190,
28261,ENSMUSG00000136203,
28262,ENSMUSG00000136208,
28263,ENSMUSG00000118259,
28264,ENSMUSG00002076932,
28265,ENSMUSG00000136237,
28266,ENSMUSG00000136240,
28267,ENSMUSG00000136243,
28268,ENSMUSG00000059540,ENSG00000171703
28269,ENSMUSG00000120406,
28270,ENSMUSG00000136276,
28271,ENSMUSG00000114820,
28272,ENSMUSG00000087590,
28273,ENSMUSG00000022229,ENSG00000075673
28274,ENSMUSG00000097906,
28275,ENSMUSG00000030446,ENSG00000005801
28276,ENSMUSG00000030446,ENSG00000197013
28277,ENSMUSG00000031131,ENSG00000102243
28278,ENSMUSG00000111164,
28279,ENSMUSG00000024873,ENSG00000174871
28280,ENSMUSG00000086225,
28281,ENSMUSG00000060950,ENSG00000166166
28282,ENSMUSG00000103657,
28283,ENSMUSG00000104272,
28284,ENSMUSG00000103624,
28285,ENSMUSG00000053646,ENSG00000164050
28286,ENSMUSG00002076643,
28287,ENSMUSG00000021440,
28288,ENSMUSG00000024870,ENSG00000174903
28289,ENSMUSG00000119895,
28290,ENSMUSG00000072255,
28291,ENSMUSG00000111904,
28292,ENSMUSG00000118864,
28293,ENSMUSG00000136319,
28294,ENSMUSG00000118751,
28295,ENSMUSG00000136324,
28296,ENSMUSG00000112186,
28297,ENSMUSG00000118257,
28298,ENSMUSG00000119670,
28299,ENSMUSG00000119206,
28300,ENSMUSG00000000365,ENSG00000132972
28301,ENSMUSG00000005656,ENSG00000129515
28302,ENSMUSG00000084760,
28303,ENSMUSG00000105986,
28304,ENSMUSG00000083630,
28305,ENSMUSG00000036885,ENSG00000114790
28306,ENSMUSG00000031132,ENSG00000102245
28307,ENSMUSG00000136365,
28308,ENSMUSG00000136380,
28309,ENSMUSG00000031792,ENSG00000103005
28310,ENSMUSG00000136388,
28311,ENSMUSG00000136400,
28312,ENSMUSG00000136406,
28313,ENSMUSG00000136407,
28314,ENSMUSG00000136417,
28315,ENSMUSG00000136425,
28316,ENSMUSG00000031134,ENSG00000147274
28317,ENSMUSG00000136456,
28318,ENSMUSG00000118262,
28319,ENSMUSG00000114802,
28320,ENSMUSG00000136465,
28321,ENSMUSG00000136503,
28322,ENSMUSG00000136595,
28323,ENSMUSG00002074893,
28324,ENSMUSG00000108946,
28325,ENSMUSG00000114405,
28326,ENSMUSG00000109477,
28327,ENSMUSG00000136611,
28328,ENSMUSG00000114667,
28329,ENSMUSG00000092496,
28330,ENSMUSG00000136620,
28331,ENSMUSG00000090715,
28332,ENSMUSG00000136621,
28333,ENSMUSG00000117984,
28334,ENSMUSG00000108936,
28335,ENSMUSG00000114928,
28336,ENSMUSG00000109182,
28337,ENSMUSG00000074871,
28338,ENSMUSG00000035429,ENSG00000080031
28339,ENSMUSG00000118384,
28340,ENSMUSG00000109358,
28341,ENSMUSG00000024862,ENSG00000174996
28342,ENSMUSG00000031790,ENSG00000102996
28343,ENSMUSG00000044098,ENSG00000081019
28344,ENSMUSG00000136733,
28345,ENSMUSG00000136737,
28346,ENSMUSG00000136780,
28347,ENSMUSG00000084948,
28348,ENSMUSG00000136812,
28349,ENSMUSG00000136826,
28350,ENSMUSG00000086824,
28351,ENSMUSG00000136844,
28352,ENSMUSG00000136863,
28353,ENSMUSG00000136914,
28354,ENSMUSG00000136940,
28355,ENSMUSG00000136969,
28356,ENSMUSG00000102864,
28357,ENSMUSG00000062929,ENSG00000165410
28358,ENSMUSG00000033396,ENSG00000104133
28359,ENSMUSG00000026134,ENSG00000146143
28360,ENSMUSG00000056755,ENSG00000196277
28361,ENSMUSG00000118756,
28362,ENSMUSG00000024030,ENSG00000160179
28363,ENSMUSG00000031796,ENSG00000070761
28364,ENSMUSG00000136972,
28365,ENSMUSG00000137033,
28366,ENSMUSG00000114904,
28367,ENSMUSG00000137061,
28368,ENSMUSG00000074870,
28369,ENSMUSG00000137081,
28370,ENSMUSG00000121833,
28371,ENSMUSG00000098026,
28372,ENSMUSG00000106204,
28373,ENSMUSG00000088668,ENSG00000252470
28374,ENSMUSG00000047237,ENSG00000164049
28375,ENSMUSG00000105604,
28376,ENSMUSG00000119744,ENSG00000207366
28377,ENSMUSG00000077171,
28378,ENSMUSG00000106663,
28379,ENSMUSG00000092233,
28380,ENSMUSG00000106559,
28381,ENSMUSG00000088922,
28382,ENSMUSG00000062198,
28383,ENSMUSG00002076981,
28384,ENSMUSG00000106240,
28385,ENSMUSG00000009097,ENSG00000184058
28386,ENSMUSG00000105036,
28387,ENSMUSG00000137135,
28388,ENSMUSG00000107226,
28389,ENSMUSG00000137149,
28390,ENSMUSG00000107375,
28391,ENSMUSG00002074859,
28392,ENSMUSG00000106746,
28393,ENSMUSG00000003617,ENSG00000047457
28394,ENSMUSG00000106860,
28395,ENSMUSG00000039987,ENSG00000006576
28396,ENSMUSG00000137313,
28397,ENSMUSG00000101682,
28398,ENSMUSG00000137331,
28399,ENSMUSG00000117356,
28400,ENSMUSG00000137342,
28401,ENSMUSG00000004552,ENSG00000196188
28402,ENSMUSG00000114891,
28403,ENSMUSG00000055116,ENSG00000133794
28404,ENSMUSG00000137534,
28405,ENSMUSG00000137592,
28406,ENSMUSG00000113467,
28407,ENSMUSG00000117701,
28408,ENSMUSG00000113137,
28409,ENSMUSG00000092603,
28410,ENSMUSG00002075183,
28411,ENSMUSG00002076285,
28412,ENSMUSG00000073079,ENSG00000100883
28413,ENSMUSG00002076401,
28414,ENSMUSG00002074936,
28415,ENSMUSG00000137675,
28416,ENSMUSG00000107893,
28417,ENSMUSG00002076864,
28418,ENSMUSG00000137713,
28419,ENSMUSG00000030214,ENSG00000121316
28420,ENSMUSG00000088761,ENSG00000199529
28421,ENSMUSG00000137724,
28422,ENSMUSG00000064128,ENSG00000151849
28423,ENSMUSG00000137751,
28424,ENSMUSG00000117727,
28425,ENSMUSG00000113295,
28426,ENSMUSG00000113728,
28427,ENSMUSG00000114023,
28428,ENSMUSG00000061330,
28429,ENSMUSG00000113899,
28430,ENSMUSG00000095905,
28431,ENSMUSG00002076825,
28432,ENSMUSG00000116594,
28433,ENSMUSG00002076605,
28434,ENSMUSG00000113887,
28435,ENSMUSG00000024029,ENSG00000160180
28436,ENSMUSG00000031503,ENSG00000134871
28437,ENSMUSG00000075284,ENSG00000115935
28438,ENSMUSG00000116825,
28439,ENSMUSG00000021557,ENSG00000135049
28440,ENSMUSG00000041378,ENSG00000184113
28441,ENSMUSG00000032527,ENSG00000114054
28442,ENSMUSG00000000028,ENSG00000093009
28443,ENSMUSG00000024028,ENSG00000160181
28444,ENSMUSG00000024650,ENSG00000197901
28445,ENSMUSG00000137799,
28446,ENSMUSG00000137807,
28447,ENSMUSG00000137853,
28448,ENSMUSG00000120682,
28449,ENSMUSG00000118254,
28450,ENSMUSG00000024032,ENSG00000160182
28451,ENSMUSG00000137895,
28452,ENSMUSG00000057604,ENSG00000071282
28453,ENSMUSG00000137902,
28454,ENSMUSG00000117892,
28455,ENSMUSG00000137910,
28456,ENSMUSG00000117961,
28457,ENSMUSG00000026605,ENSG00000117724
28458,ENSMUSG00000032773,ENSG00000168539
28459,ENSMUSG00000095595,ENSG00000151327
28460,ENSMUSG00000024034,ENSG00000160183
28461,ENSMUSG00000114210,
28462,ENSMUSG00000137936,
28463,ENSMUSG00000120534,
28464,ENSMUSG00000137982,
28465,ENSMUSG00000082716,
28466,ENSMUSG00000137990,
28467,ENSMUSG00000117478,
28468,ENSMUSG00000099863,
28469,ENSMUSG00002075720,
28470,ENSMUSG00000054509,ENSG00000102699
28471,ENSMUSG00000107760,
28472,ENSMUSG00000138060,
28473,ENSMUSG00000107850,
28474,ENSMUSG00000044574,
28475,ENSMUSG00002075107,ENSG00000222636
28476,ENSMUSG00000138075,
28477,ENSMUSG00000106926,
28478,ENSMUSG00000107559,
28479,ENSMUSG00000097738,
28480,ENSMUSG00000045435,ENSG00000135211
28481,ENSMUSG00000010095,ENSG00000168003
28482,ENSMUSG00000047013,ENSG00000163013
28483,ENSMUSG00000098530,
28484,ENSMUSG00000037904,ENSG00000156381
28485,ENSMUSG00000080586,
28486,ENSMUSG00000089162,ENSG00000201255
28487,ENSMUSG00000106606,
28488,ENSMUSG00000138109,
28489,ENSMUSG00000138112,
28490,ENSMUSG00000039968,ENSG00000187257
28491,ENSMUSG00000138135,
28492,ENSMUSG00000117541,
28493,ENSMUSG00000138174,
28494,ENSMUSG00000138224,
28495,ENSMUSG00000138245,
28496,ENSMUSG00000138254,
28497,ENSMUSG00000138260,
28498,ENSMUSG00000101013,
28499,ENSMUSG00000138284,
28500,ENSMUSG00000138293,
28501,ENSMUSG00000049537,ENSG00000205678
28502,ENSMUSG00000138318,
28503,ENSMUSG00000138331,
28504,ENSMUSG00000138432,
28505,ENSMUSG00000138477,
28506,ENSMUSG00000138485,
28507,ENSMUSG00000138496,
28508,ENSMUSG00000103374,
28509,ENSMUSG00000026027,ENSG00000082146
28510,ENSMUSG00000113682,
28511,ENSMUSG00000138519,
28512,ENSMUSG00000113056,
28513,ENSMUSG00000138520,
28514,ENSMUSG00000138535,
28515,ENSMUSG00000079184,ENSG00000196199
28516,ENSMUSG00000138543,
28517,ENSMUSG00000138565,
28518,ENSMUSG00000113597,
28519,ENSMUSG00000037896,ENSG00000089902
28520,ENSMUSG00000138584,
28521,ENSMUSG00000138598,
28522,ENSMUSG00000138627,
28523,ENSMUSG00000138643,
28524,ENSMUSG00000138683,
28525,ENSMUSG00000138693,
28526,ENSMUSG00000028553,ENSG00000132855
28527,ENSMUSG00000065110,ENSG00000206979
28528,ENSMUSG00000138700,
28529,ENSMUSG00000079584,
28530,ENSMUSG00000118030,
28531,ENSMUSG00000084783,
28532,ENSMUSG00000081822,
28533,ENSMUSG00002076941,
28534,ENSMUSG00000031504,ENSG00000139832
28535,ENSMUSG00000077288,
28536,ENSMUSG00000049314,ENSG00000164049
28537,ENSMUSG00000084731,
28538,ENSMUSG00000138715,
28539,ENSMUSG00000077474,
28540,ENSMUSG00000138730,
28541,ENSMUSG00000106576,
28542,ENSMUSG00000037936,ENSG00000073060
28543,ENSMUSG00000138743,
28544,ENSMUSG00000110245,
28545,ENSMUSG00000138751,
28546,ENSMUSG00000117350,
28547,ENSMUSG00000063626,ENSG00000156687
28548,ENSMUSG00000138777,
28549,ENSMUSG00000138798,
28550,ENSMUSG00000138835,
28551,ENSMUSG00000117615,
28552,ENSMUSG00000114110,
28553,ENSMUSG00000071341,ENSG00000135625
28554,ENSMUSG00000113200,
28555,ENSMUSG00000081733,
28556,ENSMUSG00000021277,ENSG00000131323
28557,ENSMUSG00000050761,ENSG00000203618
28558,ENSMUSG00000138876,
28559,ENSMUSG00000083698,
28560,ENSMUSG00000028549,ENSG00000142856
28561,ENSMUSG00000138885,
28562,ENSMUSG00000120077,
28563,ENSMUSG00000036357,ENSG00000165370
28564,ENSMUSG00000107410,
28565,ENSMUSG00000072214,ENSG00000184702
28566,ENSMUSG00000138915,
28567,ENSMUSG00000034387,ENSG00000125046
28568,ENSMUSG00000138966,
28569,ENSMUSG00000117456,
28570,ENSMUSG00000117490,
28571,ENSMUSG00000064721,ENSG00000275043
28572,ENSMUSG00000065392,ENSG00000276788
28573,ENSMUSG00000031133,ENSG00000129675
28574,ENSMUSG00000027233,ENSG00000229474
28575,ENSMUSG00000065281,ENSG00000275996
28576,ENSMUSG00000065280,ENSG00000252284
28577,ENSMUSG00000065280,ENSG00000212295
28578,ENSMUSG00000065280,ENSG00000274544
28579,ENSMUSG00000065378,ENSG00000223004
28580,ENSMUSG00000065782,ENSG00000277846
28581,ENSMUSG00000065305,ENSG00000201847
28582,ENSMUSG00000117613,
28583,ENSMUSG00000065087,
28584,ENSMUSG00000042729,ENSG00000133316
28585,ENSMUSG00000114252,
28586,ENSMUSG00000114877,
28587,ENSMUSG00000114919,
28588,ENSMUSG00000114304,
28589,ENSMUSG00000114906,
28590,ENSMUSG00000114819,
28591,ENSMUSG00000100563,
28592,ENSMUSG00000114445,
28593,ENSMUSG00000066415,ENSG00000174579
28594,ENSMUSG00000114636,
28595,ENSMUSG00000114580,
28596,ENSMUSG00000042345,ENSG00000160185
28597,ENSMUSG00000058317,ENSG00000182247
28598,ENSMUSG00000139055,
28599,ENSMUSG00000139064,
28600,ENSMUSG00000104383,
28601,ENSMUSG00000061701,ENSG00000164049
28602,ENSMUSG00000139069,
28603,ENSMUSG00000139080,
28604,ENSMUSG00000139083,
28605,ENSMUSG00000139084,
28606,ENSMUSG00000139091,
28607,ENSMUSG00000139095,
28608,ENSMUSG00000139107,
28609,ENSMUSG00000085142,
28610,ENSMUSG00000139119,
28611,ENSMUSG00000139122,
28612,ENSMUSG00000035305,ENSG00000185483
28613,ENSMUSG00000119947,
28614,ENSMUSG00000139132,
28615,ENSMUSG00000139161,
28616,ENSMUSG00000139169,
28617,ENSMUSG00000139170,
28618,ENSMUSG00000139203,
28619,ENSMUSG00000139209,
28620,ENSMUSG00000139210,
28621,ENSMUSG00000139223,
28622,ENSMUSG00000120539,
28623,ENSMUSG00000120029,
28624,ENSMUSG00000097363,
28625,ENSMUSG00000139300,
28626,ENSMUSG00000139328,
28627,ENSMUSG00000139333,
28628,ENSMUSG00000027624,ENSG00000088367
28629,ENSMUSG00000086385,
28630,ENSMUSG00000121659,
28631,ENSMUSG00000080967,
28632,ENSMUSG00000069733,ENSG00000177414
28633,ENSMUSG00000139527,
28634,ENSMUSG00000090840,ENSG00000283268
28635,ENSMUSG00000139553,
28636,ENSMUSG00000107541,
28637,ENSMUSG00000062694,ENSG00000182533
28638,ENSMUSG00000118085,
28639,ENSMUSG00000043154,ENSG00000073711
28640,ENSMUSG00000049112,ENSG00000180914
28641,ENSMUSG00000010110,ENSG00000162236
28642,ENSMUSG00000021278,ENSG00000166126
28643,ENSMUSG00002074965,
28644,ENSMUSG00000083443,
28645,ENSMUSG00000119802,ENSG00000200105
28646,ENSMUSG00000029633,
28647,ENSMUSG00000029920,ENSG00000163104
28648,ENSMUSG00000097755,
28649,ENSMUSG00000083606,
28650,ENSMUSG00000077689,
28651,ENSMUSG00000114529,
28652,ENSMUSG00000035129,
28653,ENSMUSG00000065858,
28654,ENSMUSG00000021774,ENSG00000170142
28655,ENSMUSG00000119053,ENSG00000206599
28656,ENSMUSG00000087240,
28657,ENSMUSG00000081553,
28658,ENSMUSG00000082601,
28659,ENSMUSG00000022956,ENSG00000241837
28660,ENSMUSG00000028637,ENSG00000186409
28661,ENSMUSG00000024033,ENSG00000160188
28662,ENSMUSG00000052688,ENSG00000276600
28663,ENSMUSG00000021279,ENSG00000198752
28664,ENSMUSG00000021772,ENSG00000197885
28665,ENSMUSG00000106458,
28666,ENSMUSG00000139588,
28667,ENSMUSG00000028771,ENSG00000127947
28668,ENSMUSG00000139598,
28669,ENSMUSG00000139611,
28670,ENSMUSG00000109874,
28671,ENSMUSG00000139622,
28672,ENSMUSG00000110263,
28673,ENSMUSG00000109648,
28674,ENSMUSG00000139646,
28675,ENSMUSG00000110331,
28676,ENSMUSG00000139764,
28677,ENSMUSG00000109597,
28678,ENSMUSG00000110223,
28679,ENSMUSG00000139811,
28680,ENSMUSG00002076309,
28681,ENSMUSG00000089293,ENSG00000252857
28682,ENSMUSG00000089293,ENSG00000252821
28683,ENSMUSG00000109614,
28684,ENSMUSG00000089983,
28685,ENSMUSG00000039680,ENSG00000243927
28686,ENSMUSG00000039661,ENSG00000133878
28687,ENSMUSG00000104392,
28688,ENSMUSG00000103672,
28689,ENSMUSG00000139863,
28690,ENSMUSG00000104061,
28691,ENSMUSG00000102452,
28692,ENSMUSG00000104094,
28693,ENSMUSG00000077393,
28694,ENSMUSG00000139942,
28695,ENSMUSG00000101001,
28696,ENSMUSG00000139946,
28697,ENSMUSG00000099947,
28698,ENSMUSG00000080983,
28699,ENSMUSG00000119713,
28700,ENSMUSG00000139981,
28701,ENSMUSG00000116930,
28702,ENSMUSG00000101550,
28703,ENSMUSG00000012405,ENSG00000174748
28704,ENSMUSG00000098284,
28705,ENSMUSG00000061486,
28706,ENSMUSG00000089774,ENSG00000293606
28707,ENSMUSG00000105589,ENSG00000164049
28708,ENSMUSG00000000037,ENSG00000102098
28709,ENSMUSG00000086331,
28710,ENSMUSG00000116747,
28711,ENSMUSG00000039328,ENSG00000133874
28712,ENSMUSG00000116608,
28713,ENSMUSG00000140051,
28714,ENSMUSG00000027770,ENSG00000174953
28715,ENSMUSG00000140054,
28716,ENSMUSG00000116784,
28717,ENSMUSG00000116878,
28718,ENSMUSG00000117713,
28719,ENSMUSG00000039672,ENSG00000159197
28720,ENSMUSG00000140063,
28721,ENSMUSG00000140065,
28722,ENSMUSG00000140074,
28723,ENSMUSG00000072295,ENSG00000155754
28724,ENSMUSG00000118229,
28725,ENSMUSG00000002845,ENSG00000176142
28726,ENSMUSG00000140109,
28727,ENSMUSG00000106158,
28728,ENSMUSG00000087813,ENSG00000252083
28729,ENSMUSG00000087813,ENSG00000212579
28730,ENSMUSG00000087813,ENSG00000212455
28731,ENSMUSG00000087813,ENSG00000212149
28732,ENSMUSG00000087813,ENSG00000274458
28733,ENSMUSG00000087813,ENSG00000212134
28734,ENSMUSG00000087813,ENSG00000210825
28735,ENSMUSG00000087813,ENSG00000212363
28736,ENSMUSG00000087813,ENSG00000212273
28737,ENSMUSG00000087813,ENSG00000252138
28738,ENSMUSG00000087813,ENSG00000252352
28739,ENSMUSG00000087813,ENSG00000273499
28740,ENSMUSG00000087813,ENSG00000208308
28741,ENSMUSG00000087813,ENSG00000212587
28742,ENSMUSG00000087813,ENSG00000252693
28743,ENSMUSG00000087813,ENSG00000212266
28744,ENSMUSG00000008348,ENSG00000150991
28745,ENSMUSG00000140121,
28746,ENSMUSG00000140148,
28747,ENSMUSG00000117811,
28748,ENSMUSG00000140196,
28749,ENSMUSG00000114894,
28750,ENSMUSG00000021775,ENSG00000174738
28751,ENSMUSG00000096269,
28752,ENSMUSG00000088252,
28753,ENSMUSG00000106116,
28754,ENSMUSG00000046707,ENSG00000070770
28755,ENSMUSG00000106104,
28756,ENSMUSG00000029480,ENSG00000150990
28757,ENSMUSG00000020100,ENSG00000198246
28758,ENSMUSG00000024036,ENSG00000160190
28759,ENSMUSG00000140233,
28760,ENSMUSG00002076519,
28761,ENSMUSG00000074291,
28762,ENSMUSG00000140236,
28763,ENSMUSG00000140254,
28764,ENSMUSG00000108392,
28765,ENSMUSG00000119686,
28766,ENSMUSG00000108582,
28767,ENSMUSG00000054087,ENSG00000164049
28768,ENSMUSG00000140273,
28769,ENSMUSG00000118317,
28770,ENSMUSG00000108320,
28771,ENSMUSG00000109959,
28772,ENSMUSG00000094602,
28773,ENSMUSG00000114678,
28774,ENSMUSG00000140292,
28775,ENSMUSG00000098079,
28776,ENSMUSG00000140313,
28777,ENSMUSG00000094187,
28778,ENSMUSG00000114517,
28779,ENSMUSG00000140329,
28780,ENSMUSG00000043441,ENSG00000174948
28781,ENSMUSG00000140355,
28782,ENSMUSG00002076862,
28783,ENSMUSG00000118337,
28784,ENSMUSG00000021779,ENSG00000151090
28785,ENSMUSG00000045282,ENSG00000180089
28786,ENSMUSG00000118120,
28787,ENSMUSG00000047383,
28788,ENSMUSG00000090112,ENSG00000146414
28789,ENSMUSG00000077616,
28790,ENSMUSG00000026604,ENSG00000152104
28791,ENSMUSG00000140388,
28792,ENSMUSG00000140418,
28793,ENSMUSG00000103764,
28794,ENSMUSG00000140433,
28795,ENSMUSG00000063001,
28796,ENSMUSG00000089175,
28797,ENSMUSG00000102270,
28798,ENSMUSG00000140453,
28799,ENSMUSG00000096576,ENSG00000239810
28800,ENSMUSG00000096576,ENSG00000229571
28801,ENSMUSG00000096576,ENSG00000204505
28802,ENSMUSG00000096576,ENSG00000204478
28803,ENSMUSG00000096576,ENSG00000204501
28804,ENSMUSG00000096576,ENSG00000270601
28805,ENSMUSG00000096576,ENSG00000116726
28806,ENSMUSG00000096576,ENSG00000120952
28807,ENSMUSG00000096576,ENSG00000279169
28808,ENSMUSG00000096576,ENSG00000204479
28809,ENSMUSG00000096576,ENSG00000279804
28810,ENSMUSG00000096576,ENSG00000204510
28811,ENSMUSG00000096576,ENSG00000243073
28812,ENSMUSG00000096576,ENSG00000280267
28813,ENSMUSG00000096576,ENSG00000274764
28814,ENSMUSG00000096576,ENSG00000116721
28815,ENSMUSG00000096576,ENSG00000204480
28816,ENSMUSG00000096576,ENSG00000232423
28817,ENSMUSG00000096576,ENSG00000204481
28818,ENSMUSG00000096576,ENSG00000237700
28819,ENSMUSG00000096576,ENSG00000182330
28820,ENSMUSG00000096576,ENSG00000187545
28821,ENSMUSG00000097043,
28822,ENSMUSG00000030532,ENSG00000184508
28823,ENSMUSG00000042638,ENSG00000070019
28824,ENSMUSG00000027615,ENSG00000163755
28825,ENSMUSG00000140472,
28826,ENSMUSG00000118094,
28827,ENSMUSG00000120821,
28828,ENSMUSG00000021109,ENSG00000100644
28829,ENSMUSG00000118311,
28830,ENSMUSG00000108785,
28831,ENSMUSG00000140486,
28832,ENSMUSG00000118103,
28833,ENSMUSG00000062483,
28834,ENSMUSG00002074873,
28835,ENSMUSG00000114281,
28836,ENSMUSG00000114769,
28837,ENSMUSG00000114296,
28838,ENSMUSG00000114202,
28839,ENSMUSG00000114890,
28840,ENSMUSG00000017491,ENSG00000077092
28841,ENSMUSG00000037905,ENSG00000184992
28842,ENSMUSG00000140506,
28843,ENSMUSG00000035523,
28844,ENSMUSG00000100430,
28845,ENSMUSG00000119395,
28846,ENSMUSG00000119199,
28847,ENSMUSG00000038187,ENSG00000148925
28848,ENSMUSG00000032537,ENSG00000154928
28849,ENSMUSG00000117881,
28850,ENSMUSG00000140535,
28851,ENSMUSG00000104793,
28852,ENSMUSG00000140538,
28853,ENSMUSG00000140567,
28854,ENSMUSG00000029482,ENSG00000081760
28855,ENSMUSG00000118141,
28856,ENSMUSG00000091238,
28857,ENSMUSG00000140873,
28858,ENSMUSG00000022799,ENSG00000031081
28859,ENSMUSG00000118198,
28860,ENSMUSG00000117401,
28861,ENSMUSG00000042268,ENSG00000174502
28862,ENSMUSG00000098844,
28863,ENSMUSG00000010097,ENSG00000162231
28864,ENSMUSG00000063810,ENSG00000116127
28865,ENSMUSG00000115021,
28866,ENSMUSG00000082183,
28867,ENSMUSG00000059077,ENSG00000152266
28868,ENSMUSG00000114463,
28869,ENSMUSG00000017485,ENSG00000077097
28870,ENSMUSG00000110598,
28871,ENSMUSG00000081651,
28872,ENSMUSG00000110635,
28873,ENSMUSG00000031577,ENSG00000129696
28874,ENSMUSG00000022793,ENSG00000121578
28875,ENSMUSG00000070366,ENSG00000203805
28876,ENSMUSG00000140973,
28877,ENSMUSG00000140977,
28878,ENSMUSG00000097610,
28879,ENSMUSG00000108981,ENSG00000177324
28880,ENSMUSG00000141022,
28881,ENSMUSG00000141059,
28882,ENSMUSG00000117474,
28883,ENSMUSG00000141130,
28884,ENSMUSG00000141132,
28885,ENSMUSG00000141139,
28886,ENSMUSG00000117508,
28887,ENSMUSG00000041119,ENSG00000160191
28888,ENSMUSG00000081845,
28889,ENSMUSG00000043518,ENSG00000131831
28890,ENSMUSG00000141213,
28891,ENSMUSG00000110262,
28892,ENSMUSG00000141223,
28893,ENSMUSG00000090411,
28894,ENSMUSG00000117783,
28895,ENSMUSG00000109779,
28896,ENSMUSG00000092629,
28897,ENSMUSG00000087571,
28898,ENSMUSG00000109318,
28899,ENSMUSG00000055555,
28900,ENSMUSG00000141312,
28901,ENSMUSG00000109310,
28902,ENSMUSG00000141330,
28903,ENSMUSG00000141342,
28904,ENSMUSG00000095632,
28905,ENSMUSG00000141354,
28906,ENSMUSG00000141378,
28907,ENSMUSG00000117662,
28908,ENSMUSG00000052296,ENSG00000105063
28909,ENSMUSG00000102248,
28910,ENSMUSG00000141384,
28911,ENSMUSG00000097925,
28912,ENSMUSG00000081937,
28913,ENSMUSG00000118365,
28914,ENSMUSG00000026603,ENSG00000143499
28915,ENSMUSG00000036598,ENSG00000103021
28916,ENSMUSG00000083278,
28917,ENSMUSG00000080968,
28918,ENSMUSG00000083428,
28919,ENSMUSG00000081119,
28920,ENSMUSG00000017057,ENSG00000131724
28921,ENSMUSG00000141500,
28922,ENSMUSG00000141531,
28923,ENSMUSG00000141562,
28924,ENSMUSG00000096010,
28925,ENSMUSG00000141597,
28926,ENSMUSG00000117762,
28927,ENSMUSG00000066457,
28928,ENSMUSG00000083183,
28929,ENSMUSG00000049436,ENSG00000114638
28930,ENSMUSG00000070324,ENSG00000164049
28931,ENSMUSG00000141711,
28932,ENSMUSG00000021113,ENSG00000023608
28933,ENSMUSG00000141734,
28934,ENSMUSG00002076951,
28935,ENSMUSG00000085289,
28936,ENSMUSG00000070498,ENSG00000139364
28937,ENSMUSG00000107542,
28938,ENSMUSG00000107370,
28939,ENSMUSG00000107278,
28940,ENSMUSG00000110577,
28941,ENSMUSG00000029919,ENSG00000163106
28942,ENSMUSG00000141760,
28943,ENSMUSG00000031505,ENSG00000213995
28944,ENSMUSG00000141770,
28945,ENSMUSG00000141791,
28946,ENSMUSG00000141800,
28947,ENSMUSG00000141804,
28948,ENSMUSG00000141825,
28949,ENSMUSG00000141836,
